InvoiceDate,Quantity,TotalPrice,day_of_week,month,lag_7,rolling_mean_7
2010-12-01 13:04:00,157,261.48,2,12,197.0,71.85714285714286
2010-12-01 13:17:00,124,313.93,2,12,1.0,89.42857142857143
2010-12-01 13:20:00,38,161.0,2,12,86.0,82.57142857142857
2010-12-01 13:21:00,72,201.75,2,12,112.0,76.85714285714286
2010-12-01 13:23:00,416,950.09,2,12,24.0,132.85714285714286
2010-12-01 13:24:00,1852,1919.14,2,12,29.0,393.2857142857143
2010-12-01 13:31:00,80,156.1,2,12,94.0,391.2857142857143
2010-12-01 13:33:00,51,115.65,2,12,157.0,376.14285714285717
2010-12-01 13:38:00,71,194.85,2,12,124.0,368.57142857142856
2010-12-01 13:45:00,95,165.04999999999998,2,12,38.0,376.7142857142857
2010-12-01 13:51:00,138,369.5,2,12,72.0,386.14285714285717
2010-12-01 13:54:00,146,255.0,2,12,416.0,347.57142857142856
2010-12-01 14:03:00,160,487.75,2,12,1852.0,105.85714285714286
2010-12-01 14:05:00,243,555.38,2,12,80.0,129.14285714285714
2010-12-01 14:11:00,392,787.4,2,12,51.0,177.85714285714286
2010-12-01 14:34:00,88,146.61,2,12,71.0,180.28571428571428
2010-12-01 14:38:00,71,101.55,2,12,95.0,176.85714285714286
2010-12-01 14:41:00,199,537.38,2,12,138.0,185.57142857142858
2010-12-01 14:54:00,129,215.14999999999998,2,12,146.0,183.14285714285714
2010-12-01 15:00:00,256,799.4,2,12,160.0,196.85714285714286
2010-12-01 15:06:00,140,322.40000000000003,2,12,243.0,182.14285714285714
2010-12-01 15:08:00,276,532.59,2,12,392.0,165.57142857142858
2010-12-01 15:21:00,93,116.25,2,12,88.0,166.28571428571428
2010-12-01 15:27:00,132,251.40000000000003,2,12,71.0,175.0
2010-12-01 15:28:00,12,5.04,2,12,199.0,148.28571428571428
2010-12-01 15:35:00,241,662.29,2,12,129.0,164.28571428571428
2010-12-01 15:37:00,284,294.62,2,12,256.0,168.28571428571428
2010-12-01 15:40:00,301,442.34999999999997,2,12,140.0,191.28571428571428
2010-12-01 15:45:00,136,143.12,2,12,276.0,171.28571428571428
2010-12-01 15:46:00,3,17.85,2,12,93.0,158.42857142857142
2010-12-01 16:01:00,858,1552.98,2,12,132.0,262.14285714285717
2010-12-01 16:11:00,1122,2558.42,2,12,12.0,420.7142857142857
2010-12-01 16:13:00,388,497.0,2,12,241.0,441.7142857142857
2010-12-01 16:15:00,104,279.6,2,12,284.0,416.0
2010-12-01 16:16:00,276,315.96000000000004,2,12,301.0,412.42857142857144
2010-12-01 16:17:00,66,97.2,2,12,136.0,402.42857142857144
2010-12-01 16:19:00,200,330.0,2,12,3.0,430.57142857142856
2010-12-01 16:21:00,304,502.04,2,12,858.0,351.42857142857144
2010-12-01 16:22:00,384,1132.8000000000002,2,12,1122.0,246.0
2010-12-01 16:24:00,2,19.9,2,12,388.0,190.85714285714286
2010-12-01 16:25:00,44,344.2,2,12,104.0,182.28571428571428
2010-12-01 16:33:00,313,311.81,2,12,276.0,187.57142857142858
2010-12-01 16:49:00,103,277.05,2,12,66.0,192.85714285714286
2010-12-01 16:52:00,74,205.86,2,12,200.0,174.85714285714286
2010-12-01 16:57:00,81,159.26,2,12,304.0,143.0
2010-12-01 16:58:00,12,39.06,2,12,384.0,89.85714285714286
2010-12-01 17:15:00,19,81.75,2,12,2.0,92.28571428571429
2010-12-01 17:22:00,34,79.5,2,12,44.0,90.85714285714286
2010-12-01 17:24:00,108,349.15000000000003,2,12,313.0,61.57142857142857
2010-12-01 17:35:00,71,102.78999999999999,2,12,103.0,57.0
2010-12-02 07:48:00,76,160.6,3,12,74.0,57.285714285714285
2010-12-02 07:49:00,80,306.4,3,12,81.0,57.142857142857146
2010-12-02 08:32:00,56,251.62,3,12,12.0,63.42857142857143
2010-12-02 08:33:00,12,22.2,3,12,19.0,62.42857142857143
2010-12-02 08:34:00,64,163.76,3,12,34.0,66.71428571428571
2010-12-02 08:40:00,12,22.2,3,12,108.0,53.0
2010-12-02 08:43:00,114,184.5,3,12,71.0,59.142857142857146
2010-12-02 08:52:00,107,272.65000000000003,3,12,76.0,63.57142857142857
2010-12-02 09:29:00,93,303.97,3,12,80.0,65.42857142857143
2010-12-02 09:37:00,30,38.1,3,12,56.0,61.714285714285715
2010-12-02 09:41:00,88,244.46,3,12,12.0,72.57142857142857
2010-12-02 09:42:00,12,22.2,3,12,64.0,65.14285714285714
2010-12-02 09:43:00,153,259.65000000000003,3,12,12.0,85.28571428571429
2010-12-02 09:44:00,291,437.93,3,12,114.0,110.57142857142857
2010-12-02 10:09:00,108,286.92,3,12,107.0,110.71428571428571
2010-12-02 10:10:00,72,244.08,3,12,93.0,107.71428571428571
2010-12-02 10:17:00,1244,1875.24,3,12,30.0,281.14285714285717
2010-12-02 10:18:00,48,97.2,3,12,88.0,275.42857142857144
2010-12-02 10:27:00,741,485.25,3,12,12.0,379.57142857142856
2010-12-02 10:35:00,298,350.06,3,12,153.0,400.2857142857143
2010-12-02 10:39:00,666,768.38,3,12,291.0,453.85714285714283
2010-12-02 10:45:00,228,610.64,3,12,108.0,471.0
2010-12-02 10:46:00,6,12.6,3,12,72.0,461.57142857142856
2010-12-02 10:53:00,64,306.2,3,12,1244.0,293.0
2010-12-02 10:54:00,86,230.56,3,12,48.0,298.42857142857144
2010-12-02 10:55:00,12,22.2,3,12,741.0,194.28571428571428
2010-12-02 10:56:00,88,244.46,3,12,298.0,164.28571428571428
2010-12-02 10:58:00,12,22.2,3,12,666.0,70.85714285714286
2010-12-02 11:02:00,170,312.8,3,12,228.0,62.57142857142857
2010-12-02 11:20:00,105,204.15,3,12,6.0,76.71428571428571
2010-12-02 11:21:00,159,193.78,3,12,64.0,90.28571428571429
2010-12-02 11:22:00,246,572.38,3,12,86.0,113.14285714285714
2010-12-02 11:23:00,36,106.2,3,12,12.0,116.57142857142857
2010-12-02 11:35:00,165,235.16,3,12,88.0,127.57142857142857
2010-12-02 11:41:00,619,1056.63,3,12,12.0,214.28571428571428
2010-12-02 11:45:00,106,288.5,3,12,170.0,205.14285714285714
2010-12-02 11:46:00,1,4.25,3,12,105.0,190.28571428571428
2010-12-02 11:57:00,74,223.7,3,12,159.0,178.14285714285714
2010-12-02 12:07:00,156,299.40000000000003,3,12,246.0,165.28571428571428
2010-12-02 12:09:00,254,420.5,3,12,36.0,196.42857142857142
2010-12-02 12:10:00,172,263.4,3,12,165.0,197.42857142857142
2010-12-02 12:11:00,504,339.84,3,12,619.0,181.0
2010-12-02 12:16:00,122,127.08,3,12,106.0,183.28571428571428
2010-12-02 12:18:00,54,207.5,3,12,1.0,190.85714285714286
2010-12-02 12:22:00,46,113.92,3,12,74.0,186.85714285714286
2010-12-02 12:23:00,108,380.46,3,12,156.0,180.0
2010-12-02 12:24:00,12,22.2,3,12,254.0,145.42857142857142
2010-12-02 12:25:00,92,331.26,3,12,172.0,134.0
2010-12-02 12:26:00,12,22.2,3,12,504.0,63.714285714285715
2010-12-02 12:28:00,144,326.0,3,12,122.0,66.85714285714286
2010-12-02 12:33:00,41,199.65,3,12,54.0,65.0
2010-12-02 12:47:00,274,354.54,3,12,46.0,97.57142857142857
2010-12-02 12:50:00,255,329.65,3,12,108.0,118.57142857142857
2010-12-02 12:58:00,128,211.2,3,12,12.0,135.14285714285714
2010-12-02 12:59:00,1296,824.88,3,12,92.0,307.14285714285717
2010-12-02 13:06:00,42,98.18,3,12,12.0,311.42857142857144
2010-12-02 13:08:00,98,294.5,3,12,144.0,304.85714285714283
2010-12-02 13:11:00,130,202.12,3,12,41.0,317.57142857142856
2010-12-02 13:14:00,103,198.08,3,12,274.0,293.14285714285717
2010-12-02 13:32:00,195,261.76,3,12,255.0,284.57142857142856
2010-12-02 13:36:00,137,379.75,3,12,128.0,285.85714285714283
2010-12-02 13:38:00,126,341.90000000000003,3,12,1296.0,118.71428571428571
2010-12-02 13:39:00,92,248.1,3,12,42.0,125.85714285714286
2010-12-02 13:44:00,75,100.2,3,12,98.0,122.57142857142857
2010-12-02 13:45:00,26,116.0,3,12,130.0,107.71428571428571
2010-12-02 13:49:00,106,353.19,3,12,103.0,108.14285714285714
2010-12-02 14:04:00,118,434.8,3,12,195.0,97.14285714285714
2010-12-02 14:05:00,12,22.2,3,12,137.0,79.28571428571429
2010-12-02 14:06:00,104,390.66,3,12,126.0,76.14285714285714
2010-12-02 14:07:00,12,22.2,3,12,92.0,64.71428571428571
2010-12-02 14:09:00,142,210.24,3,12,75.0,74.28571428571429
2010-12-02 14:26:00,113,311.25,3,12,26.0,86.71428571428571
2010-12-02 14:30:00,36,98.9,3,12,106.0,76.71428571428571
2010-12-02 14:40:00,231,307.68,3,12,118.0,92.85714285714286
2010-12-02 14:42:00,331,452.52,3,12,12.0,138.42857142857142
2010-12-02 14:47:00,375,668.4,3,12,104.0,177.14285714285714
2010-12-02 14:49:00,66,118.38,3,12,12.0,184.85714285714286
2010-12-02 15:00:00,97,138.1,3,12,142.0,178.42857142857142
2010-12-02 15:03:00,125,193.23,3,12,113.0,180.14285714285714
2010-12-02 15:08:00,1,15.0,3,12,36.0,175.14285714285714
2010-12-02 15:14:00,24,50.400000000000006,3,12,231.0,145.57142857142858
2010-12-02 15:18:00,244,517.95,3,12,331.0,133.14285714285714
2010-12-02 15:19:00,2909,4076.48,3,12,375.0,495.14285714285717
2010-12-02 15:20:00,1330,2170.9,3,12,66.0,675.7142857142857
2010-12-02 15:22:00,1008,2730.96,3,12,97.0,805.8571428571429
2010-12-02 15:23:00,144,324.0,3,12,125.0,808.5714285714286
2010-12-02 15:24:00,76,192.46,3,12,1.0,819.2857142857143
2010-12-02 15:25:00,72,97.2,3,12,24.0,826.1428571428571
2010-12-02 15:26:00,141,532.01,3,12,244.0,811.4285714285714
2010-12-02 15:27:00,24,44.400000000000006,3,12,2909.0,399.2857142857143
2010-12-02 15:28:00,24,30.0,3,12,1330.0,212.71428571428572
2010-12-02 15:39:00,70,170.7,3,12,1008.0,78.71428571428571
2010-12-02 15:40:00,276,656.52,3,12,144.0,97.57142857142857
2010-12-02 15:46:00,176,375.65,3,12,76.0,111.85714285714286
2010-12-02 15:49:00,56,130.8,3,12,72.0,109.57142857142857
2010-12-02 15:55:00,472,717.1600000000001,3,12,141.0,156.85714285714286
2010-12-02 16:00:00,122,183.3,3,12,24.0,170.85714285714286
2010-12-02 16:12:00,190,236.97,3,12,24.0,194.57142857142858
2010-12-02 16:29:00,50,197.3,3,12,70.0,191.71428571428572
2010-12-02 16:33:00,6,22.5,3,12,276.0,153.14285714285714
2010-12-02 16:34:00,531,1714.25,3,12,176.0,203.85714285714286
2010-12-02 16:38:00,384,406.56,3,12,56.0,250.71428571428572
2010-12-02 16:42:00,84,45.12,3,12,472.0,195.28571428571428
2010-12-02 16:46:00,64,247.8,3,12,122.0,187.0
2010-12-02 16:48:00,1824,1003.2,3,12,190.0,420.42857142857144
2010-12-02 16:50:00,204,303.96,3,12,50.0,442.42857142857144
2010-12-02 16:51:00,69,527.85,3,12,6.0,451.42857142857144
2010-12-02 16:59:00,230,189.8,3,12,531.0,408.42857142857144
2010-12-02 17:12:00,190,308.28000000000003,3,12,384.0,380.7142857142857
2010-12-02 17:17:00,80,143.45000000000002,3,12,84.0,380.14285714285717
2010-12-02 17:22:00,13,50.550000000000004,3,12,64.0,372.85714285714283
2010-12-02 17:24:00,160,408.0,3,12,1824.0,135.14285714285714
2010-12-02 17:38:00,4280,2002.4,3,12,204.0,717.4285714285714
2010-12-02 17:40:00,260,569.4,3,12,69.0,744.7142857142857
2010-12-02 17:41:00,64,164.8,3,12,230.0,721.0
2010-12-02 17:48:00,208,438.1,3,12,190.0,723.5714285714286
2010-12-02 17:51:00,12,35.400000000000006,3,12,80.0,713.8571428571429
2010-12-02 18:06:00,1,295.0,3,12,13.0,712.1428571428571
2010-12-02 18:08:00,133,263.3,3,12,160.0,708.2857142857143
2010-12-02 18:15:00,174,308.68,3,12,4280.0,121.71428571428571
2010-12-02 18:23:00,96,37.2,3,12,260.0,98.28571428571429
2010-12-02 18:25:00,879,623.73,3,12,64.0,214.71428571428572
2010-12-02 18:27:00,322,548.77,3,12,208.0,231.0
2010-12-02 18:45:00,130,263.62,3,12,12.0,247.85714285714286
2010-12-02 18:46:00,14,34.9,3,12,1.0,249.71428571428572
2010-12-02 18:49:00,38,189.3,3,12,133.0,236.14285714285714
2010-12-02 19:18:00,45,127.55,3,12,174.0,217.71428571428572
2010-12-02 19:59:00,134,413.1,3,12,96.0,223.14285714285714
2010-12-03 09:31:00,222,215.57999999999998,4,12,879.0,129.28571428571428
2010-12-03 09:39:00,280,534.0,4,12,322.0,123.28571428571429
2010-12-03 09:45:00,106,397.5,4,12,130.0,119.85714285714286
2010-12-03 09:49:00,360,1368.4,4,12,14.0,169.28571428571428
2010-12-03 09:51:00,107,89.14,4,12,38.0,179.14285714285714
2010-12-03 10:26:00,343,754.87,4,12,45.0,221.71428571428572
2010-12-03 10:33:00,54,128.03,4,12,134.0,210.28571428571428
2010-12-03 10:36:00,110,303.4,4,12,222.0,194.28571428571428
2010-12-03 10:43:00,294,548.65,4,12,280.0,196.28571428571428
2010-12-03 10:44:00,79,303.5,4,12,106.0,192.42857142857142
2010-12-03 11:19:00,80,123.07,4,12,360.0,152.42857142857142
2010-12-03 11:35:00,92,232.26,4,12,107.0,150.28571428571428
2010-12-03 11:42:00,5,39.75,4,12,343.0,102.0
2010-12-03 11:48:00,1548,322.2,4,12,54.0,315.42857142857144
2010-12-03 12:05:00,464,1680.88,4,12,110.0,366.0
2010-12-03 12:11:00,170,187.51,4,12,294.0,348.2857142857143
2010-12-03 12:20:00,400,620.0,4,12,79.0,394.14285714285717
2010-12-03 12:24:00,179,309.54,4,12,80.0,408.2857142857143
2010-12-03 12:28:00,363,841.94,4,12,92.0,447.0
2010-12-03 12:29:00,439,686.4,4,12,5.0,509.0
2010-12-03 12:41:00,100,425.0,4,12,1548.0,302.14285714285717
2010-12-03 12:43:00,327,1096.65,4,12,464.0,282.57142857142856
2010-12-03 12:48:00,125,225.65,4,12,170.0,276.14285714285717
2010-12-03 12:57:00,31,76.5,4,12,400.0,223.42857142857142
2010-12-03 13:09:00,168,534.0,4,12,179.0,221.85714285714286
2010-12-03 13:10:00,192,528.0,4,12,363.0,197.42857142857142
2010-12-03 13:12:00,120,1314.0,4,12,439.0,151.85714285714286
2010-12-03 13:40:00,140,248.16,4,12,100.0,157.57142857142858
2010-12-03 13:42:00,35,230.25,4,12,327.0,115.85714285714286
2010-12-03 13:43:00,356,736.28,4,12,125.0,148.85714285714286
2010-12-03 13:59:00,132,336.24,4,12,31.0,163.28571428571428
2010-12-03 14:04:00,827,1705.65,4,12,168.0,257.42857142857144
2010-12-03 14:18:00,136,258.58,4,12,192.0,249.42857142857142
2010-12-03 14:26:00,278,692.61,4,12,120.0,272.0
2010-12-03 14:30:00,60,175.53,4,12,140.0,260.57142857142856
2010-12-03 14:35:00,136,339.54,4,12,35.0,275.0
2010-12-03 14:40:00,146,458.44,4,12,356.0,245.0
2010-12-03 14:54:00,124,272.01,4,12,132.0,243.85714285714286
2010-12-03 15:05:00,100,254.39000000000001,4,12,827.0,140.0
2010-12-03 15:10:00,26,115.7,4,12,136.0,124.28571428571429
2010-12-03 15:14:00,65,131.8,4,12,278.0,93.85714285714286
2010-12-03 15:16:00,36,91.8,4,12,60.0,90.42857142857143
2010-12-03 15:19:00,39,110.35000000000001,4,12,136.0,76.57142857142857
2010-12-03 15:25:00,18,98.5,4,12,146.0,58.285714285714285
2010-12-03 15:45:00,164,427.8,4,12,124.0,64.0
2010-12-03 16:02:00,64,122.15,4,12,100.0,58.857142857142854
2010-12-03 16:35:00,528,346.1,4,12,26.0,130.57142857142858
2010-12-03 16:44:00,142,246.3,4,12,65.0,141.57142857142858
2010-12-03 16:45:00,108,135.0,4,12,36.0,151.85714285714286
2010-12-03 17:20:00,1338,2355.1800000000003,4,12,39.0,337.42857142857144
2010-12-03 17:21:00,8,11.6,4,12,18.0,336.0
2010-12-03 17:28:00,75,135.32999999999998,4,12,164.0,323.2857142857143
2010-12-05 10:03:00,92,256.90000000000003,6,12,64.0,327.2857142857143
2010-12-05 10:12:00,125,535.75,6,12,528.0,269.7142857142857
2010-12-05 10:27:00,192,734.3999999999999,6,12,142.0,276.85714285714283
2010-12-05 10:36:00,52,155.64000000000001,6,12,108.0,268.85714285714283
2010-12-05 10:45:00,83,238.11,6,12,1338.0,89.57142857142857
2010-12-05 10:52:00,93,431.45,6,12,8.0,101.71428571428571
2010-12-05 10:54:00,46,126.42999999999999,6,12,75.0,97.57142857142857
2010-12-05 10:58:00,55,277.45,6,12,92.0,92.28571428571429
2010-12-05 11:02:00,181,326.59999999999997,6,12,125.0,100.28571428571429
2010-12-05 11:03:00,2,5.9,6,12,192.0,73.14285714285714
2010-12-05 11:04:00,97,277.65000000000003,6,12,52.0,79.57142857142857
2010-12-05 11:10:00,437,555.84,6,12,83.0,130.14285714285714
2010-12-05 11:12:00,158,350.68,6,12,93.0,139.42857142857142
2010-12-05 11:15:00,232,552.24,6,12,46.0,166.0
2010-12-05 11:38:00,124,275.8,6,12,55.0,175.85714285714286
2010-12-05 11:40:00,82,152.05,6,12,181.0,161.71428571428572
2010-12-05 11:45:00,107,273.29,6,12,2.0,176.71428571428572
2010-12-05 11:49:00,129,274.67,6,12,97.0,181.28571428571428
2010-12-05 11:51:00,197,351.43,6,12,437.0,147.0
2010-12-05 11:54:00,59,127.98,6,12,158.0,132.85714285714286
2010-12-05 11:57:00,619,1554.3700000000001,6,12,232.0,188.14285714285714
2010-12-05 11:59:00,163,179.64000000000001,6,12,124.0,193.71428571428572
2010-12-05 12:00:00,442,1145.06,6,12,82.0,245.14285714285714
2010-12-05 12:01:00,168,438.0,6,12,107.0,253.85714285714286
2010-12-05 12:02:00,12,15.0,6,12,129.0,237.14285714285714
2010-12-05 12:08:00,84,180.44,6,12,197.0,221.0
2010-12-05 12:09:00,48,204.0,6,12,59.0,219.42857142857142
2010-12-05 12:13:00,372,883.86,6,12,619.0,184.14285714285714
2010-12-05 12:15:00,367,512.86,6,12,163.0,213.28571428571428
2010-12-05 12:23:00,28,114.65,6,12,442.0,154.14285714285714
2010-12-05 12:26:00,435,547.1,6,12,168.0,192.28571428571428
2010-12-05 12:29:00,73,206.23000000000002,6,12,12.0,201.0
2010-12-05 12:34:00,107,163.49,6,12,84.0,204.28571428571428
2010-12-05 12:35:00,471,722.36,6,12,48.0,264.7142857142857
2010-12-05 12:42:00,152,273.76,6,12,372.0,233.28571428571428
2010-12-05 12:43:00,392,535.6,6,12,367.0,236.85714285714286
2010-12-05 12:44:00,204,273.3,6,12,28.0,262.0
2010-12-05 12:47:00,25,33.15,6,12,435.0,203.42857142857142
2010-12-05 12:53:00,54,70.42,6,12,73.0,200.71428571428572
2010-12-05 12:57:00,181,559.1,6,12,107.0,211.28571428571428
2010-12-05 13:00:00,211,343.28,6,12,471.0,174.14285714285714
2010-12-05 13:03:00,413,623.75,6,12,152.0,211.42857142857142
2010-12-05 13:05:00,421,1097.09,6,12,392.0,215.57142857142858
2010-12-05 13:08:00,87,251.25,6,12,204.0,198.85714285714286
2010-12-05 13:10:00,86,184.8,6,12,25.0,207.57142857142858
2010-12-05 13:17:00,60,292.95,6,12,54.0,208.42857142857142
2010-12-05 13:18:00,128,283.15,6,12,181.0,200.85714285714286
2010-12-05 13:21:00,276,384.71999999999997,6,12,211.0,210.14285714285714
2010-12-05 13:26:00,70,131.5,6,12,413.0,161.14285714285714
2010-12-05 13:29:00,284,806.28,6,12,421.0,141.57142857142858
2010-12-05 13:42:00,105,211.8,6,12,87.0,144.14285714285714
2010-12-05 13:49:00,232,460.6,6,12,86.0,165.0
2010-12-05 13:53:00,80,271.2,6,12,60.0,167.85714285714286
2010-12-05 13:55:00,469,1062.06,6,12,128.0,216.57142857142858
2010-12-05 14:02:00,79,286.5,6,12,276.0,188.42857142857142
2010-12-05 14:03:00,11,85.5,6,12,70.0,180.0
2010-12-05 14:06:00,115,156.74,6,12,284.0,155.85714285714286
2010-12-05 14:17:00,47,112.9,6,12,105.0,147.57142857142858
2010-12-05 14:19:00,972,1631.3,6,12,232.0,253.28571428571428
2010-12-05 14:25:00,112,269.7,6,12,80.0,257.85714285714283
2010-12-05 14:45:00,293,198.43,6,12,469.0,232.71428571428572
2010-12-05 14:52:00,116,165.86,6,12,79.0,238.0
2010-12-05 15:02:00,25,85.55000000000001,6,12,11.0,240.0
2010-12-05 15:06:00,40,188.77,6,12,115.0,229.28571428571428
2010-12-05 15:12:00,232,490.6,6,12,47.0,255.71428571428572
2010-12-05 15:15:00,101,209.84,6,12,972.0,131.28571428571428
2010-12-05 15:18:00,145,355.75,6,12,112.0,136.0
2010-12-05 15:21:00,299,473.39,6,12,293.0,136.85714285714286
2010-12-05 15:26:00,7,8.65,6,12,116.0,121.28571428571429
2010-12-05 15:35:00,2048,1668.2,6,12,25.0,410.2857142857143
2010-12-05 15:38:00,108,358.56,6,12,40.0,420.0
2010-12-05 15:40:00,256,736.7,6,12,232.0,423.42857142857144
2010-12-05 15:46:00,196,320.08,6,12,101.0,437.0
2010-12-05 15:47:00,252,423.52,6,12,145.0,452.2857142857143
2010-12-05 15:54:00,14,37.35,6,12,299.0,411.57142857142856
2010-12-05 16:00:00,57,133.48,6,12,7.0,418.7142857142857
2010-12-05 16:10:00,46,164.7,6,12,2048.0,132.71428571428572
2010-12-05 16:24:00,700,1415.97,6,12,108.0,217.28571428571428
2010-12-05 16:41:00,316,496.48,6,12,256.0,225.85714285714286
2010-12-06 08:34:00,86,113.48,0,12,196.0,210.14285714285714
2010-12-06 08:42:00,700,922.4,0,12,252.0,274.14285714285717
2010-12-06 08:43:00,12,25.200000000000003,0,12,14.0,273.85714285714283
2010-12-06 08:44:00,12,17.4,0,12,57.0,267.42857142857144
2010-12-06 09:21:00,112,308.8,0,12,46.0,276.85714285714283
2010-12-06 09:37:00,148,353.0,0,12,700.0,198.0
2010-12-06 09:45:00,1464,2567.6400000000003,0,12,316.0,362.0
2010-12-06 09:52:00,91,375.69000000000005,0,12,86.0,362.7142857142857
2010-12-06 10:03:00,88,164.2,0,12,700.0,275.2857142857143
2010-12-06 10:05:00,67,210.19,0,12,12.0,283.14285714285717
2010-12-06 10:18:00,172,364.92,0,12,12.0,306.0
2010-12-06 10:19:00,306,462.62,0,12,112.0,333.7142857142857
2010-12-06 10:20:00,349,300.66,0,12,148.0,362.42857142857144
2010-12-06 10:24:00,48,58.2,0,12,1464.0,160.14285714285714
2010-12-06 10:27:00,53,129.4,0,12,91.0,154.71428571428572
2010-12-06 10:34:00,192,223.68,0,12,88.0,169.57142857142858
2010-12-06 10:36:00,39,56.25,0,12,67.0,165.57142857142858
2010-12-06 10:38:00,20,33.0,0,12,172.0,143.85714285714286
2010-12-06 10:43:00,89,196.44,0,12,306.0,112.85714285714286
2010-12-06 11:01:00,210,382.69,0,12,349.0,93.0
2010-12-06 11:03:00,163,303.5,0,12,48.0,109.42857142857143
2010-12-06 11:06:00,796,2263.8,0,12,53.0,215.57142857142858
2010-12-06 11:10:00,58,142.5,0,12,192.0,196.42857142857142
2010-12-06 11:16:00,92,142.25,0,12,39.0,204.0
2010-12-06 11:26:00,508,882.23,0,12,20.0,273.7142857142857
2010-12-06 11:37:00,54,153.5,0,12,89.0,268.7142857142857
2010-12-06 11:38:00,72,102.66,0,12,210.0,249.0
2010-12-06 11:42:00,275,434.39000000000004,0,12,163.0,265.0
2010-12-06 11:58:00,120,322.8,0,12,796.0,168.42857142857142
2010-12-06 12:06:00,146,430.73,0,12,58.0,181.0
2010-12-06 12:15:00,32,98.7,0,12,92.0,172.42857142857142
2010-12-06 12:21:00,503,673.37,0,12,508.0,171.71428571428572
2010-12-06 12:23:00,533,668.21,0,12,54.0,240.14285714285714
2010-12-06 12:30:00,72,184.10000000000002,0,12,72.0,240.14285714285714
2010-12-06 12:31:00,72,76.32000000000001,0,12,275.0,211.14285714285714
